dataset_id,source_record,pmid,cell_type,label,query,query_index,n_pmids_found,n_pmids_returned
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,12699431,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,1295332,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,14592838,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,15160902,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,15198337,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,15572590,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,15964393,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,16285891,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,16438648,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,16923794,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,17264854,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,17317615,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,17516214,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,1835126,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,18566410,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,18687296,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,18836718,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,19050297,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,19734235,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,20066510,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,20603635,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,21076068,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,2120339,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,21246542,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,21287552,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,21911061,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,22100877,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,22241163,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,22273982,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,22294241,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,22538526,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,22904262,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,23172685,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,23239994,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,23313147,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,23524443,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,23762329,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,23913957,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,24098583,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,24192564,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,24297179,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,24461537,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,24623740,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,24683191,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,25073507,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,25154740,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,25198529,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,25420721,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,25626682,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,25862984,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,26164866,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,26315532,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,26323380,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,26324773,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,26497177,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,26704574,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,26814615,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,26849077,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,26990531,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,26995182,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,27343994,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,27368347,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,27391012,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,28166225,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,28387859,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,28468680,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,28543170,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,28625883,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,28646040,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,28956469,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,29056249,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,29428806,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,30127787,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,30244108,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,30413431,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,31087812,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
NCBI_raw_collection,hiai_tcells_ncbi_articles_exact_title_abstract_blood_cells.csv,31105702,DN T cell,DN T cell,"(homo sapiens[Mesh]) AND (Blood Cells[Mesh]) AND (""DN T cell""[Title/Abstract] OR ""DN T cells""[Title/Abstract])",0,160,160
