label,AIFI_L2,source,hiai_label,canonical_label,cell_ontology_id,cell_ontology_label,PMID,Title,Abstract,Query,disease,sentence1,token_length,type,knowledge_source,cl_sentence_index,positive_markers
gamma delta T,gamma delta T,CL,gdT,gamma delta T,CL:0000798,gamma-delta T cell,,,,,,A T cell that expresses a gamma-delta T cell receptor complex.,12,cl_definition,cell_ontology_definition,0,
gamma delta T,gamma delta T,CL,gdT,gamma delta T,CL:0000798,gamma-delta T cell,,,,,,"Gamma-delta T cells, also referred to as γδ T cells, are a distinct subset of T lymphocytes that play unique roles in the immune system.",26,cl_description_sentence,cell_ontology_description,0,
gamma delta T,gamma delta T,CL,gdT,gamma delta T,CL:0000798,gamma-delta T cell,,,,,,They are defined by expression of heterodimeric T-cell receptors (TCRs) comprised of γ and δ chains.,17,cl_description_sentence,cell_ontology_description,1,
gamma delta T,gamma delta T,CL,gdT,gamma delta T,CL:0000798,gamma-delta T cell,,,,,,"They share characteristics with both innate and adaptive immune cells, and unlike alpha-beta (αβ) T cells, they do not require antigen processing and Major Histocompatibility Complex (MHC) presentation for the recognition of antigens.",34,cl_description_sentence,cell_ontology_description,2,
gamma delta T,gamma delta T,CL,gdT,gamma delta T,CL:0000798,gamma-delta T cell,,,,,,"This unique response mechanism allows them to contribute to rapid immune responses, particularly in the context of tissue injury and infection.",21,cl_description_sentence,cell_ontology_description,3,
gamma delta T,gamma delta T,CL,gdT,gamma delta T,CL:0000798,gamma-delta T cell,,,,,,"Depending on the γδ TCR and the context, different subsets of gamma-delta T cells perform a variety of functions which range from regulating thermogenesis in adipose tissue to controlling the plasticity of neuronal synapses in the central nervous system.",40,cl_description_sentence,cell_ontology_description,4,
gamma delta T,gamma delta T,CL,gdT,gamma delta T,CL:0000798,gamma-delta T cell,,,,,,A key function is in tissue homeostasis and surveillance against infectious agents and tumors.,14,cl_description_sentence,cell_ontology_description,5,
gamma delta T,gamma delta T,CL,gdT,gamma delta T,CL:0000798,gamma-delta T cell,,,,,,"They can carry out their defense role through several mechanisms, such as cytokine production, killing of target cells, and regulation of other immune cell responses.",25,cl_description_sentence,cell_ontology_description,6,
gamma delta T,gamma delta T,CL,gdT,gamma delta T,CL:0000798,gamma-delta T cell,,,,,,"In response to pathogens, these cells produce a wide range of cytokines, including interferon-gamma (IFN-γ), tumor necrosis factor-alpha (TNF-α), and interleukin-17 (IL-17), which help recruit and activate other immune cells to the site of infection.",41,cl_description_sentence,cell_ontology_description,7,
gamma delta T,gamma delta T,CL,gdT,gamma delta T,CL:0000798,gamma-delta T cell,,,,,,"Furthermore, gamma-delta T cells can directly kill infected cells or cancerous cells, which is instrumental in preventing the spread of infection or malignancy.",24,cl_description_sentence,cell_ontology_description,8,
gamma delta T,gamma delta T,CL,gdT,gamma delta T,CL:0000798,gamma-delta T cell,,,,,,"Despite the broadly generalized role in immunity, the function of gamma-delta T cells can vastly vary depending on their tissue location.",22,cl_description_sentence,cell_ontology_description,9,
gamma delta T,gamma delta T,CL,gdT,gamma delta T,CL:0000798,gamma-delta T cell,,,,,,"In the skin and mucosal tissues, they provide quick response to pathogens, while in secondary lymphoid organs, their regulatory functions shape the adaptive immune response.",25,cl_description_sentence,cell_ontology_description,10,
gamma delta T,gamma delta T,CL,gdT,gamma delta T,CL:0000798,gamma-delta T cell,,,,,,"In recent years, their role in the context of autoimmunity and cancer has gained attention, with emerging studies suggesting their potential for immunotherapeutic interventions.",24,cl_description_sentence,cell_ontology_description,11,
gamma delta T,gamma delta T,CL,gdT,gamma delta T,CL:0000798,gamma-delta T cell,,,,,,"Thus, gamma-delta T cells serve as vital components of the immune system, providing a versatile defense mechanism against a range of pathogenic targets.",24,cl_description_sentence,cell_ontology_description,12,
gamma delta T,gamma delta T,CL,gamma delta T,gamma delta T,,,,,,,,"gamma delta T positive marker genes include TRDC, TRGC1, TRGC2, TRDV2 and KLRD1.",13,sctype_positive_marker_genes,sctype_positive_marker_genes,0,TRDC;TRGC1;TRGC2;TRDV2;KLRD1
